2.190332	1.304449	155.000000	20.158068
2.193125	1.313039	156.000000	20.560746
2.195900	1.308779	157.000000	20.360079
2.198657	1.281147	158.000000	19.104984
2.201397	1.240346	159.000000	17.391851
2.204120	1.214636	160.000000	16.392137
2.206826	1.228389	161.000000	16.919556
2.209515	1.272603	162.000000	18.732832
2.212188	1.313851	163.000000	20.599245
2.214844	1.324170	164.000000	21.094532
2.217484	1.291861	165.000000	19.582169
2.220108	1.222198	166.000000	16.680064
2.222716	1.142382	167.000000	13.879746
2.225309	1.099567	168.000000	12.576720
2.227887	1.119913	169.000000	13.179930
2.230449	1.173379	170.000000	14.906610
2.232996	1.214436	171.000000	16.384603
2.235528	1.220701	172.000000	16.622672
2.238046	1.194934	173.000000	15.665119
2.240549	1.160940	174.000000	14.485702
2.243038	1.152931	175.000000	14.221040
2.245513	1.184878	176.000000	15.306558
2.247973	1.233873	177.000000	17.134576
2.250420	1.266523	178.000000	18.472382
2.252853	1.263282	179.000000	18.335025
2.255273	1.222434	180.000000	16.689142
2.257679	1.161096	181.000000	14.490923
2.260071	1.115162	182.000000	13.036533
2.262451	1.116812	183.000000	13.086152
2.264818	1.157561	184.000000	14.373440
2.267172	1.199507	185.000000	15.830963
2.269513	1.213654	186.000000	16.355114
2.271842	1.192078	187.000000	15.562436
2.274158	1.146475	188.000000	14.011177
2.276462	1.105611	189.000000	12.752954
2.278754	1.098827	190.000000	12.555296
2.281033	1.125757	191.000000	13.358491
2.283301	1.156788	192.000000	14.347890
2.285557	1.163573	193.000000	14.573810
2.287802	1.135455	194.000000	13.660137
2.290035	1.082315	195.000000	12.086900
2.292256	1.035251	196.000000	10.845548
2.294466	1.030151	197.000000	10.718926
2.296665	1.068396	198.000000	11.705653
2.298853	1.114012	199.000000	13.002061
2.301030	1.132081	200.000000	13.554420
